subj	rel	obj
build home	structural-verb	build
blubber	kind of	thermal insulator
saint lucia	structural-noun-compound	saint
food preference	structural-noun-compound	food
aquatic animal	structural-adjective	aquatic
bad thing	structural-adjective	bad
kill fish	structural-patient	fish
zero population	structural-noun	population
source cool down	structural-verb	cool down
raw material	structural-adjective	raw
incomplete metamorphosis	structural-adjective	incomplete
protect	synonym	camouflage
migrate	kind of	move
food poisoning	structural-noun-compound	food
detect carbon monoxide	instrument	carbon monoxide detector
tadpole breathe	instrument	water
475 kg	structural-quantifier	475
belong	synonym	be kind of
breathe	kind of	convert
fall	agent	dead leaf
play	patient	drum
wax crayon	structural-noun-compound	crayon
seasonal change	structural-adjective	seasonal
self sustain	structural-verb	sustain
third planet	structural-adjective	third
jet stream	synonym	air current
parallel circuit	structural-noun	circuit
produce electricity	structural-verb	produce
wyoming	structural-noun-compound	wyoming
conserve	instrument	use less
blow whistle	result	air vibrate
horned lizard	structural-noun-compound	lizard
cook	instrument	microwave
measure hardness	structural-verb	measure
puebla	instance of	state
squirrel eat edible plant	structural-verb	eat
weak hurricane	structural-noun	hurricane
belong to class	structural-patient	class
acquired characteristic	kind of	characteristic
discover	instrument	see
sexual reproduction	structural-noun-compound	sexual
carbon monoxide detector	structural-noun-compound	detector
grow fur	structural-verb	grow
plant grow	instrument	sunlight
fur coat	structural-noun-compound	coat
sea animal	structural-noun-compound	animal
bat give birth	structural-verb	give birth
move soil	structural-verb	move
put on	synonym	wear
louis pasteur create	patient	pasteurization
pembrokeshire	structural-noun-compound	pembrokeshire
play drum	instrument	hit drum
high value	structural-noun	value
many nutrient	structural-noun	nutrient
bright object	structural-noun	object
determine	instrument	measure
die	agent	plant
many egg	structural-noun	egg
know property	structural-patient	property
small animal shelter	structural-agent	small animal
hand dryer	structural-noun-compound	dryer
acidic rainwater	structural-adjective	acidic
northern hemisphere	structural-adjective	northern
cactus spine	structural-noun-compound	spine
sunrise	instance of	event
derbyshire	structural-noun-compound	derbyshire
saint vincent and the grenadines	structural-noun-compound	grenadines
washington	structural-noun-compound	washington
young plant	structural-adjective	young
history	synonym	the past
south carolina	instance of	state
solar radiation	synonym	solar energy
simple machine function	structural-agent	simple machine
fox eat	structural-agent	fox
hong kong	structural-noun-compound	hong
tuna eat fish	has negative impact on	fish
simple machine function	instrument	mechanical energy
sliding	kind of	motion
transport	patient	seed
take picture	structural-patient	picture
know	patient	part
solar energy	kind of	heat energy
recent	synonym	young
hummingbird eat	patient	nectar
cool gas	structural-patient	gas
make	kind of	provide
deer	kind of	prey
be able to	synonym	can
oxygen melting point	structural-noun-compound	point
cool	instrument	long ear
low temperature	structural-noun	temperature
bright	synonym	bright color
water freezing point	synonym	273k
newfoundland and labrador	structural-noun-compound	labrador
know direction	structural-verb	know
light bulb filament	structural-noun-compound	filament
change phase	structural-verb	change
change	patient	physical property
young rock	structural-adjective	young
pollinator	synonym	pollinating animal
predict storm	structural-verb	predict
shanxi	structural-noun-compound	shanxi
westmoreland	structural-noun-compound	westmoreland
l i	structural-adjective	l
greatest length	structural-adjective	greatest
beach	kind of	environment
7 day	structural-quantifier	7
humidity	kind of	water vapor
nova scotia	structural-noun-compound	scotia
sunlight shine	structural-agent	sunlight
simple machine	kind of	tool
attract mate	synonym	find mate
gather information	structural-verb	gather
ocean become forest	structural-agent	ocean
weather pattern	structural-noun-compound	weather
quick shower	structural-adjective	quick
produce energy	instrument	nuclear reaction
physical change	structural-adjective	physical
rain	kind of	liquid
western coral snake	structural-noun-compound	snake
territory of new caledonia and dependencies (france)	structural-noun-compound	caledonia
valley quail	structural-noun-compound	valley
search	synonym	seek
0.5 kg	structural-noun	kg
many required item	structural-adjective	required
car passenger	structural-noun-compound	passenger
fry	patient	food
north korea	structural-noun-compound	north
natural gas	structural-noun	gas
discard waste	structural-patient	waste
shake	patient	body
toy move	structural-verb	move
loosen	patient	soil
ontario	structural-noun-compound	ontario
transport material	instrument	xylem
dissolve	patient	limestone
seashell	kind of	shell
bright petal	structural-adjective	bright
hibernate	agent	animal
bury animal	structural-patient	animal
charles darwin	structural-noun-compound	charles
earth orbit sun	structural-verb	orbit
o2	synonym	oxygen
insulator	antonym	conductor
decrease	agent	population
leave	agent	electron
bury	patient	animal
degrees celsiu	structural-noun-compound	degree
same mass	structural-noun	mass
push water	structural-patient	water
reduce	patient	visibility
need	synonym	depend
keep healthy	structural-verb	keep
food	has positive impact on	birth
guanajuato	instance of	state
eye color	structural-noun-compound	color
measure height	structural-verb	measure
milk	kind of	food
meadow vole eat insect	structural-patient	insect
san luis potosí	structural-noun-compound	san
absorb	patient	nutrient
prehistoric living thing become natural gas	structural-patient	natural gas
chemical splash	structural-verb	splash
push	patient	bike pedal
soil	kind of	nonliving thing
absorb water	structural-verb	absorb
rock erosion	structural-noun-compound	erosion
find location	instrument	sonar
identify	patient	boiling point
eagle eat fish	structural-verb	eat
human eat seed	structural-patient	seed
material composition	kind of	chemical property
push water	agent	squid
pair	synonym	two
capture food	structural-patient	food
always available	structural-adjective	always
circulatory system	structural-noun-compound	circulatory
move rocket	instrument	rocket engine
condition	has negative impact on	organism
record	patient	observation
physical property	structural-noun	property
baby chicken	structural-noun	chicken
physical change	antonym	chemical change
photosynthesize	beneficiary	plant
condense	instrument	boiling point
dominican republic	structural-noun-compound	republic
stay cool	structural-verb	stay
block light	structural-patient	light
great distance	structural-adjective	great
breathe	patient	air
brick	kind of	object
guangxi autonomous region	structural-noun-compound	region
liquid freeze	structural-patient	freeze
liaoning	instance of	province
larger	synonym	higher size
plant survive	instrument	food
small feather	structural-noun	feather
cast	patient	image
oregon	instance of	state
magnet attract	structural-agent	magnet
nuevo león	structural-noun-compound	nuevo
reduce visibility	structural-patient	visibility
population increase	result	overpopulation
hong kong special administrative region	structural-noun-compound	administrative
season change	result	daylight change
the north pole	structural-noun-compound	pole
learn	patient	skill
simple circuit	structural-adjective	simple
food poisoning	structural-noun-compound	poisoning
appalachians	kind of	mountain range
bad odor	structural-noun	odor
insulate	instrument	wood
contain	kind of	hold
many daylight	structural-quantifier	many
different colors	structural-adjective	different
refract light	structural-patient	light
cure disease	structural-patient	disease
hover	agent	hummingbird
morning glory	kind of	vine
cut down forest	result	wood
height	kind of	length
old caterpillar	structural-adjective	old
apply force	result	force act
saint martin (france)	structural-noun-compound	saint
manage number	structural-patient	number
sediment compact	structural-agent	sediment
less dense	structural-noun	dense
greatest mass	structural-adjective	greatest
poison	kind of	substance
lava cool	result	island
determine type	instrument	information
aquatic animal move	instrument	webbed feet
decrease	patient	visibility
control	patient	cell
wave	kind of	motion
stormy weather	structural-noun	weather
fresh food	structural-adjective	fresh
carry water	instrument	xylem
bring substance	structural-verb	bring
measure distance	structural-verb	measure
move close	structural-verb	move
much	instance of	amount
move	agent	tectonic plate
pumpkin	kind of	gourd
activate	patient	switch
plant grow	structural-verb	grow
coahuila	instance of	state
have positive impact	structural-patient	positive impact
wide	instance of	width
avoid consumer	result	protect
consumer eat organism	has positive impact on	consumer
puddle	kind of	body of water
sunlight intensity	structural-noun-compound	sunlight
octopus hide	instrument	ink
omnivore eat animal	structural-agent	omnivore
many organism	has positive impact on	survival
less number	structural-noun	number
control water	instrument	transpiration
sea grass	structural-noun-compound	grass
moon revolve	structural-verb	revolve
hibernate	agent	frog
real plant	structural-adjective	real
laboratory apron	kind of	safety gear
use renewable resource	structural-patient	renewable resource
learn	agent	human
become	patient	forest
orange tree	structural-noun-compound	tree
new predator	structural-adjective	new
assemble kit	instrument	instructions
other organism	structural-noun	organism
runoff	kind of	water
oil and water	structural-noun-compound	oil
waning crescent	structural-noun-compound	waning
earth revolve	structural-verb	revolve
weather	patient	large piece
tube-like	structural-noun-compound	tube
remove	patient	hot object
water vapour condense	structural-agent	water vapour
cluck	kind of	sound
motion	synonym	moving
ground	synonym	earth's surface
break rock	structural-verb	break
natural process	structural-adjective	natural
weathered rock	structural-adjective	weathered
wound heal	structural-verb	heal
house	kind of	home
rough surface	structural-adjective	rough
bee convert nectar	structural-verb	convert
made of	agent	object
deposit	result	stalactite
large tree	structural-adjective	large
protective covering	structural-adjective	protective
meters	synonym	m
kick	patient	object
round	patient	rock
redwood tree	structural-noun-compound	redwood
population increase	synonym	more survive
low daylight	structural-noun	daylight
migrate	agent	animal
less weight	structural-noun	weight
breathe	instrument	gill
magnetism	kind of	force
reduce bacterium	result	prevent illness
spoiled food	has negative impact on	living entity
protect	patient	nature
oxygen melting point	structural-noun-compound	oxygen
ring	instrument	doorbell
move	result	motion
magnifying glass	structural-noun-compound	magnifying
slow	result	less speed
south shetland islands (antarctic treaty signatories)	structural-noun-compound	shetland
communicate	synonym	share information
water boiling point	synonym	100c
study soil sample	structural-verb	study
describe	instrument	property
vine climb	structural-verb	climb
water absorb solar energy	structural-patient	solar energy
mountain top	structural-noun-compound	top
plant appear	structural-agent	plant
destroy	patient	habitat
dumbartonshire	structural-noun-compound	dumbartonshire
land	kind of	environment
physical state	instance of	state
sediment compact	result	sedimentary rock
organism niche	structural-noun-compound	organism
cut down	patient	tree
animal waste	structural-noun-compound	waste
observe	instrument	magnifying glass
0 speed	structural-adjective	0
less required item	structural-quantifier	less
separate	patient	mixture
inherited characteristic	antonym	acquired characteristic
perform task	structural-verb	perform
produce light	structural-patient	light
eat	agent	living entity
night	antonym	day
material	synonym	substance
sunny	kind of	weather
push button	structural-verb	push
salamander	kind of	amphibian
same inherited characteristic	structural-noun	inherited characteristic
wild meat	structural-noun-compound	wild
sliding	kind of	movement
heaviest	synonym	greatest weight
sunny day	structural-adjective	sunny
jump rope	kind of	skill
sound intensity	structural-noun-compound	sound
light candle	result	candle burn
freeze	instrument	remove heat
harm	patient	species
tabasco	structural-noun-compound	tabasco
control	agent	computer
state	synonym	form
high speed	synonym	fast
decomposing algae	structural-adjective	decomposing
photosynthesize	instrument	absorb carbon dioxide
natural selection	structural-noun-compound	selection
just born	structural-adjective	just
combine substance	result	chemical reaction
open clam	structural-patient	clam
east lothian	synonym	haddingtonshire
all other	synonym	rest
land form	structural-noun-compound	land
narrow tree ring	structural-noun	tree ring
less	synonym	reduced amount
attract	patient	prey
habitat support	beneficiary	living thing
fossil fuel	structural-noun-compound	fossil
polar bear	structural-noun-compound	polar
form solid	structural-verb	form
rain gauge	structural-noun-compound	gauge
respire	result	carbon dioxide
less bacterium	structural-noun	bacterium
monkey give birth	structural-verb	give birth
move	patient	bone
be classified group	structural-verb	be classified
lemon tree	kind of	plant
counter	result	resist
kinetic energy	structural-noun	energy
paper bag	structural-noun-compound	bag
repel	synonym	move away
magnet attract	result	stick
store	patient	energy
tree trunk	kind of	trunk
heat	patient	prehistoric animal remains
old rock rise	structural-verb	rise
northwest territories	structural-noun-compound	northwest
refract light	instrument	prism
create	patient	peate
fly	agent	bird
chemical splash	structural-agent	chemical
move food	structural-verb	move
wasp	kind of	insect
photosynthesize	result	waste product
decrease	result	few
kinross-shire	structural-noun-compound	kinross
tape measure	structural-noun-compound	tape
cellular respiration	kind of	process
bury plant	structural-patient	plant
soil erosion	structural-noun-compound	erosion
wheel and axle	structural-noun-compound	wheel
balance	kind of	instrument
fan out	agent	water
oil	kind of	liquid
stay cool	antonym	become hot
transpiration	kind of	process
bat give birth	result	live young
prevent	patient	death
bird eat berry	has negative impact on	berry
lake	kind of	body of water
object piece	structural-noun-compound	object
old object	structural-noun	object
prevent flow	instrument	electrical insulator
reflect	agent	sound
loose soil	has positive impact on	root grow
change colour	structural-patient	colour
activate switch	structural-verb	activate
erode	result	deep river
rotation	kind of	motion
protect	patient	living entity
fly	patient	south
ecosystem	kind of	habitat
bend light	structural-verb	bend
moving air	structural-adjective	moving
measure	patient	height
freeze	kind of	change
increase	patient	bad thing
environment color	synonym	contents color
georgia	instance of	state
transport water	instrument	stem
pinhole camera	structural-noun-compound	camera
avoid	agent	animal
provide support	structural-verb	provide
thrive	agent	aquatic plant
baked product	structural-adjective	baked
describe weather	agent	weather report
florida	structural-noun-compound	florida
temperature drop	structural-agent	temperature
eat	patient	diet
invent	agent	human
lot	synonym	much
harm animal species	result	population decrease
dog	kind of	animal
skeletal system	kind of	body system
emit	result	increase
cut down tree	structural-verb	cut down
less car	structural-noun	car
american samoa (united states)	structural-noun-compound	samoa
clear forest	structural-verb	clear
candle burn	structural-agent	candle
moon	kind of	satellite
iron nails	structural-noun	nails
scientific process	structural-noun	process
life cycle	kind of	process
eat	agent	fox
change environment	result	plant adapt
float	instrument	buoyancy
fall	agent	hail
recycle resource	has positive impact on	environment
build nest	kind of	inherited behaviour
summer	has positive impact on	daylight
hawk eat lizard	structural-patient	lizard
saint lucia	structural-noun-compound	lucia
aquatic animal survive	structural-verb	survive
south georgia and the south sandwich islands (uk)	structural-noun-compound	south
use raw material	structural-patient	raw material
record image	structural-patient	image
all	instance of	amount
infertile soil	structural-noun	soil
change animal habitat	structural-verb	change
eat	patient	edible
clear forest	structural-patient	forest
hemisphere of earth	structural-noun-compound	hemisphere
increase weight	structural-verb	increase
push object	structural-verb	push
start	patient	current
squirrel eat fruit	structural-agent	squirrel
lay egg	agent	fish
oxygen	has positive impact on	animal
less water	structural-noun	water
renewable resource	structural-noun	resource
storm	instance of	weather
store waste	structural-patient	waste
crop rotation	has positive impact on	soil
object touch	structural-agent	object
uv light	structural-noun-compound	light
temperature rise	synonym	temperature increase
reproduce	instrument	lay egg
photosynthesize	agent	green plant
turtle	kind of	animal
denbighshire	instance of	county
reproduce	beneficiary	flower
protect body	structural-patient	body
animal find shelter	structural-patient	shelter
raccoon eat waste	structural-agent	raccoon
build	instrument	measure material
shiny thing	structural-noun	thing
exert	patient	force
cut down tree	result	deforestation
reproduce	agent	organism
conserve	patient	natural resource
move apart	synonym	separate
grow	kind of	ability
revolve	kind of	motion
move	source	location
eagle eat fish	has positive impact on	eagle
cell	kind of	object
contents color	structural-noun-compound	color
stir	instrument	spoon
magnetism affect	structural-verb	affect
filter waste	structural-verb	filter
sexual reproduction	kind of	process
expel air	structural-verb	expel
picometer	kind of	length
hit	patient	object
tool	kind of	object
tear	patient	whole
obtain	patient	information
pine needle	structural-noun-compound	pine
prairie dog	structural-noun-compound	prairie
revolve	synonym	orbit
survive	instrument	ability
important object	structural-noun	object
get	synonym	become
cool	agent	magma
pluck string	structural-patient	string
observe distant object	structural-verb	observe
increase	agent	population
stop vehicle	instrument	friction
change shape	agent	liquid
plant survive	instrument	photosynthesize
balance ball	structural-verb	balance
excess heat	structural-noun	heat
young amphibian	structural-noun	amphibian
24 hour	instance of	duration
méxico	structural-noun-compound	méxico
magnetic fields	structural-noun	fields
animal leave environment	structural-patient	environment
natural geological process	structural-noun	process
grow	result	tall
electrical signals	structural-adjective	electrical
harm	synonym	injury
separate	instrument	filter
gas exchange	structural-agent	gas
ocean become forest	kind of	earth change
new land	structural-noun	land
increase	patient	mpg
sun set	structural-verb	set
magma cool	result	igneous rock
yorkshire	instance of	county
mushroom	kind of	fungus
bicycle	kind of	object
volcanic eruption	structural-noun-compound	volcanic
land form	structural-noun-compound	form
electric device function	instrument	electrical energy
photosynthesize	result	energy
baja california sur	structural-noun-compound	california
adapt	result	survive
study weather	structural-patient	weather
duck	kind of	aquatic animal
place group	structural-patient	group
produce	patient	seed
earth tilt	structural-noun-compound	earth
quantitative information	structural-adjective	quantitative
beach ball	structural-noun-compound	beach
warm-blooded	antonym	cold-blooded
lanarkshire	instance of	county
move	result	kinetic energy
help	synonym	advantage
decrease size	structural-verb	decrease
kill	patient	fish
soil sample	structural-noun-compound	sample
heat	patient	carbon
safety gear	structural-noun	gear
change environment	result	decrease animal population
change appearance	structural-patient	appearance
habitat support	structural-agent	habitat
complete circuit	structural-patient	circuit
instinctive behaviour	structural-noun	behaviour
neutral	instance of	acidity
months	synonym	m
cocos (keeling) islands (australia)	structural-noun-compound	australia
bottom of area	structural-noun-compound	bottom
ivory coast	structural-noun-compound	ivory
national park limit	patient	hunting
cool	instrument	freezer
ice crystals	structural-noun	crystals
decrease melting point	structural-verb	decrease
kilograms	kind of	mass
other animals	structural-adjective	other
prepare storm	structural-verb	prepare
moon orbit	structural-verb	orbit
enable	kind of	help
grow	agent	bacteria
light ray	structural-noun-compound	ray
lanarkshire	structural-noun-compound	lanarkshire
strong beak	structural-noun	beak
birth	agent	mammal
eat poison	structural-patient	poison
light energy	structural-noun-compound	energy
burn natural gas	structural-verb	burn
vibrate	agent	particle
raccoon eat garbage	structural-verb	eat
wiltshire	instance of	county
freezing point	structural-noun	point
renew soil	structural-patient	soil
play drum	instrument	bang drum
less bacterium	structural-quantifier	less
appalachian mountains	structural-noun-compound	mountain
room	kind of	container
moving habit	structural-noun-compound	habit
stout beardfish	structural-noun-compound	beardfish
stop vehicle	instrument	brake
lay egg	structural-patient	egg
store urine	structural-verb	store
plant transport water	structural-verb	transport
heat	patient	thermal conductor
create picture	structural-verb	create
harm entity	has negative impact on	entity
photosynthesize	instrument	carbon dioxide
dissolve	kind of	break down
plant reproduce	structural-verb	reproduce
open clam	kind of	hunt
animal eat	patient	animal
no speed	structural-adjective	no
rock erode	instrument	animal exposure
melt	instrument	heat energy
more light	structural-quantifier	more
100 year	instance of	duration
baja california sur	structural-noun-compound	baja
sea turtle	structural-noun-compound	turtle
stop	patient	current
dairy	kind of	food
slow down	result	less speed
bury seed	structural-verb	bury
transport water	instrument	artery
manage number	structural-verb	manage
mirror	kind of	reflective object
kill	kind of	harm
inexhaustible	synonym	always available
flower attract pollinator	instrument	sweet smell
neutral	instance of	charge
identical twin	structural-noun-compound	twin
examine vehicle	structural-verb	examine
dog weight	structural-noun-compound	weight
reduce waste	structural-patient	waste
pant	instrument	tongue
cold	antonym	warm
invent refrigerator	structural-patient	refrigerator
little daylight	structural-noun	daylight
light pollution	structural-noun-compound	pollution
grow fur	structural-patient	fur
washington, district of columbia	synonym	washington, d.c.
breathe water	instrument	gills
water freezing point	synonym	0c
poor health	synonym	bad health
big crack	structural-noun	crack
energy level decrease	structural-agent	energy level
observe	patient	light
cover	patient	water
feel	patient	texture
detect carbon monoxide	structural-patient	carbon monoxide
macau	synonym	macau special administrative region
musical instruments	structural-adjective	musical
spread seed	structural-patient	seed
remove tree	kind of	task
extreme pressure	structural-adjective	extreme
add	patient	salt
weight	kind of	property
grow	patient	crop
survive	instrument	adaptation
microscopic	synonym	very small
maintain health	structural-verb	maintain
short height	structural-noun	height
wisconsin	structural-noun-compound	wisconsin
heat gas	result	expand
absorb	patient	sunlight
sick people	structural-adjective	sick
many sunlight	structural-noun	sunlight
many nutrient	structural-quantifier	many
lizard eat insect	structural-verb	eat
animal become oil	instrument	extreme heat
attract magnet	agent	magnetic material
animal survive	structural-verb	survive
attract	patient	magnet
rub material	structural-adjective	rub
investigate life cycle	structural-verb	investigate
bedfordshire	instance of	county
destroy forest	instrument	cut down tree
guangxi	synonym	guangxi autonomous region
absorb heat	structural-patient	heat
fast breathing	structural-adjective	fast
geologic landform	structural-noun	landform
measure temperature	instrument	thermometer
many food	structural-quantifier	many
lizard weight	structural-noun-compound	weight
autumn	kind of	season
have	patient	function
colorado river	structural-noun-compound	river
safety goggles	structural-noun	goggles
run	instrument	energy
decrease occurrence	structural-patient	occurrence
united kingdom	structural-noun-compound	united
identify	instrument	property
flour reproduce	instrument	pollen
get	patient	object
oxygenate blood	structural-patient	blood
become warm	structural-adjective	warm
smallest length	structural-noun	length
prevent harm	structural-patient	harm
wrap conductor	instrument	insulator
coal mine	structural-noun-compound	coal
heat	patient	solid
test	patient	water
monkey give birth	result	live young
wind energy	structural-noun-compound	wind
national park	structural-noun-compound	park
frog hibernate	structural-verb	hibernate
butterfly lifespan	instance of	lifespan
create paper	instrument	cut down tree
invent television	structural-patient	television
earthquake change earth surface	structural-patient	earth surface
survive	instrument	plant adapt
nuevo león	instance of	state
replace tree	structural-patient	tree
power station	structural-noun-compound	power
compact sediment	result	sedimentary rock
peat become coal	structural-patient	coal
pass	synonym	occur
animal move	structural-agent	animal
alligator eat turtle	has negative impact on	turtle
away	kind of	direction
fish	kind of	animal
travel	agent	wheel
central nervous system	structural-noun-compound	nervous
louisiana	instance of	state
measure time	structural-verb	measure
peat become coal	instrument	extreme pressure
disturb animal	structural-patient	animal
remove process inhibitor	structural-patient	process inhibitor
invent cellular telephone	structural-verb	invent
glass	kind of	open container
long distance	structural-noun	distance
metamorphosis	kind of	process
transport seed	structural-patient	seed
orbit	kind of	regular path
sound energy	instance of	energy
deer mouse	kind of	mouse
warmer	synonym	higher temperature
remove	patient	waste
send electricity	structural-patient	electricity
conduct	kind of	transfer
more size	structural-noun	size
move	patient	water
animal survive	instrument	habitat
increase strength	structural-patient	strength
new york	structural-noun-compound	york
cook liquid food	instrument	pot
cool	patient	body
carbon monoxide	kind of	gas
insulate	instrument	insulator
become	result	hot
animal	kind of	consumer
sea bottom	structural-noun-compound	sea
produce energy	structural-patient	energy
time taken	kind of	measurement
seashell	kind of	object
condense	kind of	change
depend on	synonym	require
grass	kind of	plant
resemble	patient	environment
very old	structural-noun	old
hand dryer	kind of	electrical device
measure mass	instrument	balance
pollute	instrument	chemical
flour reproduce	structural-agent	flour
r e	structural-noun	e
alligator eat mouse	structural-agent	alligator
iron melting point	structural-noun-compound	melting
south dakota	structural-noun-compound	dakota
absorb	patient	solar energy
liter	kind of	volume
building collapse	structural-agent	building
rock erode	structural-agent	rock
remora fish	structural-noun-compound	remora
compress decomposing algae	structural-verb	compress
complete circuit	result	electricity flow
many sunlight	structural-quantifier	many
small particle	kind of	particle
y axis	structural-noun-compound	y
vehicle inspection	structural-noun-compound	inspection
moisture	kind of	environmental factor
move down	structural-verb	move
incandescent light bulb	structural-noun-compound	incandescent
discover	synonym	make discovery
eat plant	structural-verb	eat
human compete	structural-verb	compete
floodplain	synonym	flood plain
reuse	patient	object
cool	agent	water vapour
soil nutrient	structural-noun-compound	nutrient
dark color	structural-adjective	dark
skinny beak	structural-adjective	skinny
avoid predator	has positive impact on	health
pollute	kind of	activity
adjust temperature	instrument	sweat
burn gasoline	structural-verb	burn
grams	synonym	g
roller skate	structural-noun-compound	skate
contact	agent	rock
thick tail	structural-adjective	thick
plant population	structural-noun-compound	population
south orkney islands (antarctic treaty signatories)	structural-noun-compound	orkney
inherit	patient	inherited characteristic
describe	instrument	function
absorb	patient	sound
need know	structural-patient	know
water vapour rise	structural-agent	water vapour
low object	structural-noun	object
disperse	agent	seed
nest	kind of	shelter
british indian ocean territory (united kingdom)	structural-noun-compound	territory
decrease	agent	air pressure
scientific process	structural-adjective	scientific
reproduce	instrument	pollen
indiana	structural-noun-compound	indiana
parallel circuit	structural-adjective	parallel
mexico, d.f.	instance of	federal district
non-contact force	structural-adjective	non-contact
oxygenated water	structural-adjective	oxygenated
alligator eat fish	structural-agent	alligator
eastern hemisphere	kind of	hemisphere
plant stem	structural-noun-compound	stem
low moisture	structural-quantifier	low
play musical instrument	instrument	piano key
attract fly	instrument	rotting meat smell
electric car	structural-adjective	electric
heat building	structural-patient	building
below water	structural-noun	water
average size	structural-quantifier	average
discover color	instrument	look
destroy pathogen	agent	white blood cell
ningxia	structural-noun-compound	ningxia
earth's plate	synonym	tectonic plate
excretory system	structural-adjective	excretory
food source	structural-noun-compound	source
deflect air	agent	jet stream
microscopic thing	structural-noun	thing
earth pole	has positive impact on	compass
invent cellular telephone	structural-patient	cellular telephone
heat	has positive impact on	temperature
nest	kind of	resource
chair	kind of	object
preserved remains	structural-noun	remains
glamorgan	structural-noun-compound	glamorgan
less illness	structural-noun	illness
particle	kind of	object
down feather	structural-noun-compound	feather
sidewalk	kind of	object
pound	kind of	mass
express	agent	trait
diatom	kind of	organism
carrion	synonym	rotting flesh
tidal range	structural-noun-compound	tidal
decrease visibility	structural-verb	decrease
look bright object	structural-patient	bright object
eat	result	nutrient
study moving habit	structural-patient	moving habit
nature	synonym	natural environment
add salt	structural-patient	salt
same feature	structural-noun	feature
native plants	structural-noun	plants
friction	kind of	force
newly hatched	structural-noun	hatched
waste product	structural-noun	product
water boiling point	structural-noun-compound	water
wind move sand	result	sand dune
definite shape	structural-noun	shape
cook	instrument	heat
orbit	instrument	gravity
weather	instrument	wind
jarvis island (united states)	structural-noun-compound	united
shed	result	lose fur
sharp beak	structural-noun	beak
observe	instrument	microscope
clear	antonym	cloudy
muscular system	structural-noun-compound	muscular
earth orbit	structural-agent	earth
cell nucleus	structural-noun-compound	nucleus
footprint	kind of	fossil
cold	instance of	heat energy
stick	kind of	tool
resource	has positive impact on	consumer
field	kind of	habitat
dense	instance of	density
horned lizard	kind of	lizard
harmful chemical	structural-noun	chemical
baby	kind of	offspring
die	result	reduce population
summer solstice	structural-noun-compound	summer
peck shell	structural-verb	peck
surface feature	instance of	feature
bump	synonym	hit
waste	has negative impact on	environment
farm meat	has negative impact on	wild meat
less required item	structural-adjective	required
reduce food	structural-patient	food
open circuit	structural-noun	circuit
animal learn	structural-verb	learn
dim	synonym	little light
store energy	structural-verb	store
eagle eat snake	structural-agent	eagle
formed by	synonym	result
bird fly south	structural-verb	fly
leave	patient	environment
electric motor	structural-adjective	electric
bird eat seed	structural-verb	eat
rock fold	result	alps
student	kind of	human
eat	patient	edible plant
living thing	synonym	living entity
oxygen	kind of	gas
decade	kind of	time
remove heat	structural-patient	heat
daylight change	structural-agent	daylight
girl	kind of	organism
measure volume	instrument	measuring cup
lay egg	agent	salmon
windshield wiper	has positive impact on	visibility
tree produce	result	food
transport seed	instrument	fur
norfolk island (australia)	structural-noun-compound	island
steam	kind of	water
loud	instance of	sound intensity
hollow bone	structural-adjective	hollow
daylight period	structural-noun-compound	daylight
compact sediment	instrument	extreme heat
juice	kind of	liquid
eat food	result	nutrient
hatch	source	egg
protect living entity	structural-verb	protect
receive warning	structural-patient	warning
west lothian	structural-noun-compound	lothian
wasp stinger	structural-noun-compound	wasp
sound energy	structural-noun-compound	sound
observe	instrument	binoculars
glacier ice	structural-noun-compound	ice
greater width	structural-adjective	greater
pull	agent	object
inner mongolia	structural-noun-compound	inner
hubei	instance of	province
down feather	structural-noun-compound	down
detect odor	instrument	smell
central nervous system	structural-noun-compound	central
burn oil	structural-patient	oil
observe sky	structural-verb	observe
otter	kind of	aquatic animal
renfrewshire	structural-noun-compound	renfrewshire
pull	patient	bone
hertfordshire	instance of	county
drink	instrument	drinking straw
soil	kind of	material
democratic republic of the congo	structural-noun-compound	democratic
absorb water	instrument	root
change	has negative impact on	ecosystem
m a	structural-adjective	m
south carolina	structural-noun-compound	carolina
railroad tracks	structural-noun	railroad
blue jay	structural-noun-compound	jay
element	kind of	substance
survive	instrument	find resource
earthquake strength	structural-noun-compound	strength
fewest	synonym	lowest number
time interval	structural-noun	interval
move waste	structural-patient	waste
rubber	kind of	material
same polarity	structural-noun	polarity
brain	kind of	internal organ
cell wall	structural-noun-compound	wall
use	patient	raw material
destroy	patient	pathogen
magma cool	structural-agent	magma
aquatic animal thrive	structural-verb	thrive
appalachian mountains	structural-noun-compound	mountains
use	patient	resource
catch fish	structural-patient	fish
cactus spine	structural-noun-compound	cactus
good health	synonym	healthy
melt	patient	solid
greater amount	structural-adjective	greater
store food	structural-patient	food
flexible container	structural-noun	container
magnetic	instance of	magnetism
brain control body	structural-patient	body
increase daylight	structural-verb	increase
temperature rise	result	glacier melt
heat exposure	structural-noun-compound	heat
environmental change	structural-adjective	environmental
build tool	instrument	know part
save money	has positive impact on	person
measure volume	instrument	graduated cylinder
animal hide seed	structural-patient	seed
altitude	kind of	distance
produce electricity	instrument	wind
solid particles	structural-adjective	solid
discard	synonym	throw away
use	patient	object
pool	kind of	body of water
extreme heat	structural-noun	heat
sunlight intensity	kind of	weather pattern
size increase	structural-agent	size
electrical signal	structural-adjective	electrical
weak hurricane	structural-adjective	weak
renfrewshire	instance of	county
