subj	rel	obj
oxygen	kind of	gas
decade	kind of	time
remove heat	structural-patient	heat
independent variable	at location	horizontal axis
daylight change	structural-agent	daylight
girl	kind of	organism
born	derivational morphology	bear
measure volume	instrument	measuring cup
lay egg	agent	salmon
webbed	derivational morphology	web
lincolnshire	at location	england
tree produce	result	food
transport seed	instrument	fur
habitat	has property	good
norfolk island (australia)	structural-noun-compound	island
larger	derivational morphology	large
sleeping bags	structural-noun-compound	bags
length	has property	great
bird	has subcomponent	feather
steam	kind of	water
loud	instance of	sound intensity
hollow bone	structural-adjective	hollow
daylight period	structural-noun-compound	daylight
compact sediment	instrument	extreme heat
juice	kind of	liquid
object	has subcomponent	substance
eat food	result	nutrient
same prey	causes	competition
hatch	source	egg
deposition	derivational morphology	deposit
pine tree	has subcomponent	needle
french guiana (france)	at location	southern hemisphere
growing	derivational morphology	grow
old	similar to	time
protect living entity	structural-verb	protect
receive warning	structural-patient	warning
west lothian	structural-noun-compound	lothian
wasp stinger	structural-noun-compound	wasp
area	has property	flat
hurricane	causes	harm building
sound energy	structural-noun-compound	sound
observe	instrument	binoculars
glacier ice	structural-noun-compound	ice
greater width	structural-adjective	greater
pull	agent	object
inner mongolia	structural-noun-compound	inner
hubei	instance of	province
down feather	structural-noun-compound	down
french polynesia (france)	at location	southern hemisphere
detect odor	instrument	smell
central nervous system	structural-noun-compound	central
tidal	derivational morphology	tide
burn oil	structural-patient	oil
observe sky	structural-verb	observe
otter	kind of	aquatic animal
renfrewshire	structural-noun-compound	renfrewshire
replacement	derivational morphology	replace
bird	has property	warm-blooded
pull	patient	bone
hertfordshire	instance of	county
zacatecas	at location	mexico
drink	instrument	drinking straw
soil	kind of	material
shaking	derivational morphology	shake
pollute	derivational morphology	pollutant
democratic republic of the congo	structural-noun-compound	democratic
absorb water	instrument	root
m a	structural-adjective	m
speaking	derivational morphology	speak
guyana	at location	southern hemisphere
south carolina	structural-noun-compound	carolina
railroad tracks	structural-noun	railroad
blue jay	structural-noun-compound	jay
element	kind of	substance
survive	instrument	find resource
earthquake strength	structural-noun-compound	strength
fewest	synonym	lowest number
time interval	structural-noun	interval
move waste	structural-patient	waste
rubber	kind of	material
same polarity	structural-noun	polarity
brain	kind of	internal organ
container	has subcomponent	object
cell wall	structural-noun-compound	wall
use	patient	raw material
destroy	patient	pathogen
dependent variable	at location	vertical axis
magma cool	structural-agent	magma
niger	at location	southern hemisphere
aquatic animal thrive	structural-verb	thrive
appalachian mountains	structural-noun-compound	mountains
freezing point	similar to	melting point
use	patient	resource
catch fish	structural-patient	fish
cactus spine	structural-noun-compound	cactus
wheels	derivational morphology	wheel
good health	synonym	healthy
melt	patient	solid
greater amount	structural-adjective	greater
store food	structural-patient	food
flexible container	structural-noun	container
magnetic	instance of	magnetism
brain control body	structural-patient	body
increase daylight	structural-verb	increase
area	has property	protected
bladder	has subcomponent	urine
temperature rise	result	glacier melt
heat exposure	structural-noun-compound	heat
environmental change	structural-adjective	environmental
build tool	instrument	know part
measure volume	instrument	graduated cylinder
animal hide seed	structural-patient	seed
mexico city	at location	mexico
altitude	kind of	distance
produce electricity	instrument	wind
guangxi autonomous region	at location	people's republic of china
solid particles	structural-adjective	solid
discard	synonym	throw away
use	patient	object
pool	kind of	body of water
sun	causes	light energy
extreme heat	structural-noun	heat
sunlight intensity	kind of	weather pattern
preference	has property	highest
plant	causes	fossil
size increase	structural-agent	size
electrical signal	structural-adjective	electrical
drying	derivational morphology	dry
weak hurricane	structural-adjective	weak
renfrewshire	instance of	county
glacier ice melt	structural-agent	glacier ice
daylight hour	structural-noun-compound	daylight
plant	has property	different
downward	synonym	down
reservoir	kind of	body of water
hand	kind of	object
jilin	at location	people's republic of china
clouds	derivational morphology	cloud
water cycle	has subcomponent	water absorb solar energy
compress prehistoric animal remains	result	natural gas
perform	patient	cellular respiration
do chore	structural-patient	chore
reproduce	agent	living thing
receiving	derivational morphology	receive
belong group	structural-patient	group
solid material	structural-adjective	solid
hair	similar to	fur
melting	derivational morphology	melt
object	has property	low
turn on	patient	lightbulb
sell	derivational morphology	sale
dissolve	agent	substance
flip switch	synonym	activate switch
river mouth	structural-noun-compound	river
build home	agent	human
ferromagnetic metals	structural-adjective	ferromagnetic
electric current	synonym	electricity
hand lens	synonym	magnifying glass
move seed	structural-verb	move
flagpole	kind of	object
animal move	result	find shelter
bang	patient	drum
hydropower	kind of	alternative energy resource
floating arrow	structural-noun	arrow
tree	has subcomponent	ring
high daylight	structural-quantifier	high
shine	agent	sunlight
start	synonym	beginning
absorb sunlight	instrument	flat leaf
discover shape	instrument	feel
characteristic	has property	acquired
toy move	structural-agent	toy
wigtownshire	instance of	county
fish	has subcomponent	gill
survive	instrument	require resource
repair	patient	cell
quartz	has property	six side
indonesia	at location	equator
sleet	kind of	precipitation
flower petal	structural-noun-compound	flower
material	has property	negatively-charged
forfarshire	at location	scotland
drop	synonym	fall
daylight	synonym	sun shine
kirkcudbrightshire	at location	scotland
crop grow	structural-verb	crop
ross-shire	at location	scotland
sulfur	kind of	mineral
northern summer solstice	synonym	june 21
united states virgin islands (us)	structural-noun-compound	united
little light	structural-noun	light
loss	similar to	removal
salt water evaporate	structural-verb	evaporate
iron	has property	magnetic
sound	kind of	energy
poison organism	structural-verb	poison
change	patient	phase
toasting	derivational morphology	toast
mass	kind of	measure
break down food	structural-patient	food
event occur	structural-verb	occur
escape predator	structural-verb	escape
support	patient	cell
compound	has property	chemical
laboratory coat	beneficiary	person
chemical	has property	pollutant
earth's tilt	structural-noun-compound	tilt
same polarity	structural-adjective	same
vegetation become peat	instrument	bury vegetation
columbite	has property	magnetic
tibet	instance of	autonomous region
kill virus	structural-patient	virus
chemical reaction	synonym	reaction
low pressure system	structural-noun-compound	system
omnivore eat plant	structural-patient	plant
electric device	structural-adjective	electric
observe	patient	earth
wisconsin	at location	united states of america
hampshire	instance of	county
tie back hair	structural-verb	tie back
remora fish	structural-noun-compound	fish
remains	derivational morphology	remain
smooth	kind of	texture
environment	has property	arctic
cambridgeshire	at location	england
body	has subcomponent	arm
laboratory coat	synonym	laboratory apron
bodily process	structural-noun	process
rhode island	structural-noun-compound	rhode
caithness	at location	scotland
small space	structural-noun	space
wear	patient	safety goggles
identify inheritance	structural-patient	inheritance
variety	synonym	different kind
northamptonshire	structural-noun-compound	northamptonshire
pollute	instrument	pollutant
heat liquid	result	boil
replace animal habitat	structural-patient	animal habitat
new brunswick	structural-noun-compound	brunswick
earth	has property	third planet
refract	result	change direction
potential energy	structural-noun	energy
boil	patient	liquid
heat source	structural-noun-compound	source
south orkney islands (antarctic treaty signatories)	structural-noun-compound	treaty
store water	instrument	waxy leaf
poison environment	structural-patient	environment
guangxi autonomous region	structural-noun-compound	autonomous
soup	kind of	food
phase change	structural-agent	phase
protect cell membrane	structural-patient	cell membrane
volume	has property	definite
decrease	patient	amount
erode soil	structural-verb	erode
plug in	patient	appliance
sexual reproduction	has subcomponent	fertilization
conduct electricity	structural-verb	conduct
photosynthesize	kind of	change
ocean floor	structural-noun-compound	ocean
matter	has property	liquid
eat	patient	dead organism
light enter eye	at location	pupil
sunlight	causes	heat
ventilate	instrument	fan
organism	has subcomponent	acquired characteristic
soil	has property	high
ultraviolet light	structural-noun-compound	light
rain fall	structural-agent	rain
liquid	has property	volume
hibernate	derivational morphology	hibernation
niue (new zealand)	structural-noun-compound	niue
support plant	structural-verb	support
day	has subcomponent	moon rise
object	has subcomponent	surface
rotate	instrument	axis
moon revolve	result	moon phase
power electrical device	instrument	electricity
animal become oil	structural-verb	become
south georgia and the south sandwich islands (united kingdom)	structural-noun-compound	kingdom
polluting gas	kind of	pollution
peat	has subcomponent	decaying vegetation
protect living entity	result	survive
soil layer	has property	top
metamorphosis	has property	incomplete
building collapse	causes	death
plane travel	structural-agent	plane
colorado	instance of	state
hide	instrument	camouflage
oil	kind of	fossil fuel
energy	has property	chemical
move rocket	structural-patient	rocket
human	at location	land
ring	kind of	action
star	at location	night sky
locating	derivational morphology	locate
carbonic acid	structural-noun-compound	carbonic
write	kind of	literacy
kuwait	at location	northern hemisphere
light bulb filament	structural-noun-compound	bulb
sense sound	structural-patient	sound
flower	has subcomponent	fruit
physical property	structural-adjective	physical
leather	has property	water resistant
grow	result	increase value
uneven heating	structural-adjective	uneven
leave	patient	atom
meat	has property	rotting
trashcan	has subcomponent	garbage
flowing	derivational morphology	flow
cool down	result	cold
use	patient	crop
days	synonym	d
dominican republic	at location	northern hemisphere
magnet attract	structural-verb	attract
electricity power	patient	electromagnet
panting	derivational morphology	pant
human wear	structural-verb	wear
shout	kind of	sound
emit	synonym	send out
bowl-shaped lake	structural-adjective	bowl-shaped
rock	has subcomponent	iron
thermal insulator	kind of	insulator
marsh willow herb	structural-noun-compound	marsh
natural occurrence	structural-noun	occurrence
light years	derivational morphology	light years
phase change	structural-noun-compound	change
appear large	structural-patient	large
heat	causes	sweat
copy	result	identical
wind	causes	soil erosion
plant species	structural-noun-compound	plant
living entity	structural-adjective	living
kentucky	instance of	state
sell	result	money
saint vincent and the grenadines	at location	northern hemisphere
french southern and antarctic lands (france)	at location	southern hemisphere
be near dangerous object	structural-patient	dangerous object
brown	has property	light
male human	structural-noun	human
many weight	structural-noun	weight
filament glow	result	light
decompose	agent	dead organism
invent television	structural-verb	invent
leave undisturbed	antonym	change
young dog	structural-adjective	young
new moon	has subcomponent	solar eclipse
cook	result	chemical reaction
transmit	derivational morphology	transmittance
move	agent	aquatic animal
water meet land	structural-patient	land
orbit	agent	satellite
do chore	structural-verb	do
time taken	structural-agent	time
escape	result	protect
quail	kind of	bird
pounds	kind of	weight
eyeglass	has subcomponent	lens
push	patient	bone
different soil	has property	different texture
identify	instrument	function
planet	has property	fifth
smooth	instance of	texture
massachusetts	structural-noun-compound	massachusetts
germany	at location	northern hemisphere
rotting meat	structural-adjective	rotting
move	result	heat
organism	at location	habitat
gravity	causes	weight
wetland	kind of	ecosystem
dispose waste	instrument	landfill
type	has property	different
add	synonym	increase
nayarit	instance of	state
brain control body	structural-agent	brain
sunlight refract	result	light split
black-eyed susan wildflower	structural-noun-compound	black-eyed
pints	derivational morphology	pints
large piece	structural-noun	piece
reflective object	structural-noun	object
organism	has property	marine
shetland	at location	scotland
food	at location	stomach
nevada	instance of	state
highest preference	structural-adjective	highest
have function	similar to	be responsible for
landslide	has subcomponent	rock
earth's surface	structural-noun-compound	surface
use vehicle	structural-patient	vehicle
increase weight	structural-patient	weight
photosynthesis	kind of	process
east lothian	instance of	county
reduce bacterium	instrument	pasteurize
move	has property	speed
western hemisphere	structural-adjective	western
variable volume	structural-noun	volume
dry up	synonym	lose water
reproduce	agent	flour
new york	at location	united states of america
do job	synonym	perform job
electrical energy	structural-noun	energy
convection	kind of	process
better observation	structural-noun	observation
spring	causes	summer
wallis and futuna (france)	structural-noun-compound	france
study	patient	information
many year	has subcomponent	nonrenewable resource
force	causes	less speed
sichuan	instance of	province
open clam	agent	otter
eagle eat rabbit	structural-agent	eagle
change	agent	moon appearance
fossil	synonym	preserved remains
ecological succession	synonym	entire community change
hatchling	has property	newborn
disperse seed	instrument	animal excrete seed
sell	patient	product
low light	structural-adjective	low
process step	structural-noun-compound	process
quick process	structural-noun	process
shandong	structural-noun-compound	shandong
water channel	structural-noun-compound	water
telephone	has subcomponent	sound energy
cloud	at location	sky
save money	structural-verb	save
process	has subcomponent	step
reduce pollution	structural-patient	pollution
baja california sur	structural-noun-compound	sur
big flower	structural-noun	flower
moon kind	structural-noun-compound	moon
food poisoning	kind of	illness
air	has subcomponent	oxygen
move air	instrument	wind
circulatory system	has subcomponent	heart
prehistoric living thing become natural gas	instrument	pressure
support tree	structural-verb	support
earth's moon	structural-noun-compound	moon
prairie dog	kind of	animal
pond	kind of	habitat
edible plants	structural-noun	plants
much energy	structural-noun	energy
ceiling fan	structural-noun-compound	fan
meteoroid impact	structural-agent	meteoroid
spoiled	derivational morphology	spoil
glacier ice	structural-noun-compound	glacier
winter	antonym	summer
bring oxygen	goal	body
least value	structural-adjective	least
environment change	result	seasonal change
energy level	structural-noun-compound	level
push	kind of	apply force
taste	patient	sweet
breathe	patient	oxygenated air
electron	has property	charged
united states of america	structural-noun-compound	of
sint eustatius (netherlands)	at location	northern hemisphere
produce	patient	nuclear energy
washington	at location	united states of america
heat	at location	water
feather	has property	thick
forest	has property	dense
environment	has property	warm
millimeters	synonym	mm
get	source	source
shelter	beneficiary	animal
incandescent light bulb	causes	heat
be classified	patient	group
separate	instrument	sifter
forest	kind of	ecosystem
pollinating animal	structural-noun-compound	animal
transport energy	structural-verb	transport
jog	kind of	run
sediment	kind of	matter
cactus spine	kind of	adaptation
prevent injury	instrument	seat belt
plane travel	at location	atmosphere
move food	instrument	esophagus
find direction	structural-patient	direction
increase resource	structural-patient	resource
magnetism	causes	repel
full moon	kind of	moon phase
container	kind of	tool
push	antonym	pull
haiti	at location	northern hemisphere
lunch	kind of	meal
furniture	has subcomponent	material
power plant	causes	electricity
hatchling	kind of	bird
picometer	kind of	distance
shiny object	structural-noun	object
seal give birth	at location	beach
store fat	structural-patient	fat
grow	instrument	soil
small particle	structural-adjective	small
food chain	structural-noun-compound	food
many pollution	structural-quantifier	many
cut down tree	agent	timber company
daylight amount	synonym	daylight length
electric motor	structural-noun	motor
food	has subcomponent	nutrient
store	patient	food
impact	agent	asteroid
baja california	structural-noun-compound	california
object	has property	required
femtometers	kind of	length
hummingbird	kind of	bird
eat	agent	plant
absorb air	structural-patient	air
push heavy object	structural-patient	heavy object
invent tool	structural-patient	tool
kill bacterium	structural-patient	bacterium
path	has property	continuous
need know	synonym	curiosity
chicken	has property	baby
transport liquid	structural-verb	transport
good	synonym	positive
food chain	structural-noun-compound	chain
very tall	structural-quantifier	very
animal	has subcomponent	kidney
salt and pepper	kind of	mixture
sky condition	structural-noun-compound	sky
north carolina	structural-noun-compound	carolina
high sound energy	structural-noun	sound energy
space	has property	far
nerve cell	kind of	cell
refract	instrument	glass
heat liquid	structural-patient	liquid
kansas	instance of	state
gain	source	source
cake	kind of	baked product
sound speed	structural-noun	speed
combine	patient	substance
frog	kind of	animal
many year	has subcomponent	fossil fuel
cactus stem	structural-noun-compound	cactus
dense forest	structural-noun	forest
zacatecas	instance of	state
argyllshire	structural-noun-compound	argyllshire
break down	agent	stomach acid
work	kind of	place
conduction	derivational morphology	conduct
fossil	at location	habitat
substance	has property	conductivity
quarts	kind of	volume
chemicals	derivational morphology	chemicals
user	derivational morphology	use
macau special administrative region	structural-noun-compound	administrative
study fossil	structural-patient	fossil
carry oxygen	goal	body
container	derivational morphology	contain
receive sunlight	structural-patient	sunlight
store food	structural-verb	store
increase	patient	visibility
feature	has property	land
source	causes	increase
poison	has property	poisonous
compass point	instrument	natural magnetism
transport	patient	blood
variable	derivational morphology	vary
conduct	instrument	conductor
rock cycle	kind of	process
transfer	source	source
move	patient	soil
animal avoid	structural-verb	avoid
protect plant	instrument	pesticide
degrees celsiu	structural-noun	celsiu
shropshire	instance of	county
study microorganism	structural-verb	study
eat	agent	scavenger
hunt prey	structural-patient	prey
bird fly south	structural-agent	bird
earth	kind of	planet
attract	agent	flower
lava	has property	cool
turks and caicos islands (uk)	structural-noun-compound	turks
seed sprout	structural-agent	seed
radiation	kind of	process
meters	derivational morphology	meter
entire community	structural-noun	community
cover hand	structural-verb	cover
inner mongolia	structural-noun-compound	mongolia
tuna eat fish	structural-agent	tuna
population	has property	zero
girl	kind of	human
hot object	has subcomponent	hot surface
xinjiang	at location	people's republic of china
single-cell organism	structural-noun	organism
location	has property	different
circuit	has property	parallel
absorb	patient	heat
pipe	kind of	object
low light	structural-noun	light
sense warning	structural-patient	warning
cayman islands (uk)	structural-noun-compound	uk
learn	agent	animal
study animal	structural-patient	animal
reflect light	agent	mirror
december 21	structural-noun-compound	december
learn	instrument	information
resemble environment	structural-patient	environment
tadpole	synonym	young frog
atom	has property	small
earth	has subcomponent	air
evaporate	agent	water
alaska	at location	united states of america
baja california	structural-noun-compound	baja
increase	kind of	change
prevent	synonym	keep from happen
attract	goal	location
normal	instance of	sound intensity
heal	agent	broken bone
copper	has property	nonmagnetic
sweat	agent	animal
collect	similar to	absorb
predate	agent	omnivore
tinted lens reflect	structural-agent	tinted lens
rock	kind of	object
tree grow	instrument	space
extreme temperature	structural-noun	temperature
prevailing westerlies	structural-noun	westerlies
highest daylight	structural-noun	daylight
substance	has subcomponent	volume
provide	instrument	make
snow fall	structural-agent	snow
closed circuit	antonym	open circuit
adaptation	kind of	change
acquiring	derivational morphology	acquire
fake grass	structural-adjective	fake
train	patient	animal
new hampshire	structural-noun-compound	new
hunt prey	structural-verb	hunt
preserve organism	structural-verb	preserve
lower size	structural-noun	size
plasma	kind of	matter state
thermal conduction	has subcomponent	warm object
crop rotation	at location	field
e	has property	m
cylinder	has property	graduated
store urine	instrument	bladder
apply force	structural-patient	force
renewable resource	structural-adjective	renewable
diamond	at location	underground
sunlight	kind of	light
floating arrow point	patient	north
transfer	kind of	process
mosquito lay egg	structural-agent	mosquito
push flexible container	structural-verb	push
wheeled vehicle	structural-adjective	wheeled
cut material	structural-patient	material
vibrate	agent	matter
curiosity	kind of	human quality
coal	kind of	fossil fuel
become hot	structural-verb	become
break down	patient	food
show	synonym	display
1 year	instance of	duration
bouvet island (norway)	structural-noun-compound	bouvet
push	agent	liquid
skill	has property	scientific
animal	has property	water
northwest territories	structural-noun-compound	territories
process inhibitor	structural-noun-compound	inhibitor
heard island and mcdonald islands (australia)	structural-noun-compound	islands
tennis ball	has subcomponent	air
riverbank	has subcomponent	soil
marsh willow herb	structural-noun-compound	willow
overload outlet	structural-patient	outlet
avoid waste	structural-patient	waste
living things	has subcomponent	cell
northern hemisphere	structural-noun	hemisphere
sprout	agent	seed
water lily	structural-noun-compound	water
french southern and antarctic lands (france)	structural-noun-compound	southern
seed	has property	unique
ride	kind of	move
absorb energy	agent	earth
united states	structural-noun-compound	states
aquatic plant thrive	structural-agent	aquatic plant
destroy	patient	animal habitat
root grow	structural-agent	root
physicist study	structural-verb	study
build nest	structural-verb	build
asteroid impact	structural-agent	asteroid
dangerous object	structural-noun	object
start	has property	very hot
magnetite	has property	magnetic
string	has property	short
stomach acid	structural-noun-compound	stomach
warm	similar to	hot
paw print	structural-noun-compound	paw
california	structural-noun-compound	california
rock deposit	structural-verb	deposit
tamaulipas	structural-noun-compound	tamaulipas
light energy	kind of	energy
decrease heat	structural-verb	decrease
tidal energy	structural-noun-compound	energy
record image	structural-verb	record
combine substance	structural-verb	combine
control cell	structural-patient	cell
exhale	synonym	release
rattle	kind of	vibrate
transfer heat	structural-verb	transfer
trilobite	kind of	water animal
hunan	instance of	province
moon type	synonym	moon phase
haddingtonshire	structural-noun-compound	haddingtonshire
quartz	has property	transparent
century	kind of	duration
useful object	structural-adjective	useful
beach ball	has property	flexible
iron	has property	ferromagnetic
power electrical device	structural-verb	power
bosnia and herzegovina	at location	northern hemisphere
height	has property	great
pitcairn islands (united kingdom)	structural-noun-compound	kingdom
durango	structural-noun-compound	durango
diameter	kind of	measure
female bird	structural-adjective	female
asphalt	kind of	surface
many daylight	structural-noun	daylight
leaf	has property	large
tear	result	change shape
return	similar to	add
bad	antonym	good
invent	kind of	discover
climb	patient	object
stop current	structural-verb	stop
tundra	kind of	environment
animal	has subcomponent	leg
acquired characteristic	structural-adjective	acquired
protect	beneficiary	prey
particle vibrate	structural-verb	vibrate
solid matter	has property	definite shape
object	has subcomponent	handle
many energy	causes	fast breathing
transport	patient	food
predict	patient	weather
ashmore and cartier islands (australia)	structural-noun-compound	ashmore
filter	patient	waste
human waste	structural-adjective	human
drought	at location	environment
substance	has property	positively-charged
pressure carbon	result	diamond
kill	patient	virus
path	has property	regular
give birth	agent	bat
tropical environment	kind of	environment
photosynthesize	at location	leaf
fruit trees	structural-noun	fruit
disturb animal	agent	human
grow crop	structural-verb	grow
texas	structural-noun-compound	texas
force act	structural-verb	act
nanometers	synonym	nm
rocket engine	structural-noun-compound	rocket
reflective	derivational morphology	reflect
brecknockshire	instance of	county
size	has property	width
slope	kind of	measure
space	has property	distance
weathered rocks	derivational morphology	weathered rock
occur	agent	event
water body	structural-noun-compound	body
meat	at location	wild
specific place	structural-adjective	specific
color	kind of	inherited characteristic
large depth	structural-noun	depth
months	kind of	time
replace	goal	new location
animal	has subcomponent	body
sandpaper	has property	rough
forest	has subcomponent	tree
resource consumer	structural-noun-compound	resource
objects	derivational morphology	object
softball bat	kind of	lever
electromagnet	has subcomponent	iron nail
high flexibility	structural-adjective	high
great height	structural-noun	height
wyoming	instance of	state
adaptation	kind of	advantage
palm tree	structural-noun-compound	tree
mica	has property	soft
little bright	structural-adjective	bright
tonga	at location	southern hemisphere
cyprus	at location	northern hemisphere
british indian ocean territory (united kingdom)	structural-noun-compound	united
decompose	kind of	process
make	synonym	invent
first quarter	structural-noun	quarter
hawk	kind of	predator
summer	has property	high daylight
falling water produce electricity	structural-agent	falling water
doorbell	has subcomponent	electrical energy
mammal birth	result	live young
northern winter solstice	structural-noun	winter solstice
wasp stinger	has subcomponent	poison
decomposer	derivational morphology	decompose
tectonic plates	structural-adjective	tectonic
clackmannanshire	at location	scotland
protect plant	instrument	greenhouse
carbon dioxide	kind of	gas
desk	kind of	table
dense liquid	at location	down
same food source	structural-noun	food source
natural gas	kind of	resource
other organisms	structural-adjective	other
less soil	structural-noun	soil
grass snake	at location	grass
sharp sense	structural-noun	sense
eye	has subcomponent	retina
magnetic force	structural-noun-compound	magnetic
object	has property	charge
weathered rock	structural-noun	rock
skunk produce bad odor	structural-agent	skunk
observe celestial object	instrument	telescope
provide sunlight	structural-verb	provide
become	patient	peat
weathering process	structural-noun-compound	process
skeletal system	structural-noun-compound	skeletal
pluto	has property	ninth planet
migrate	derivational morphology	migration
pine needle	similar to	leaf
breathe	kind of	process
magenta	kind of	color
fluid ounce	structural-noun-compound	ounce
eat acorn	structural-verb	eat
leave	kind of	move
decrease	agent	food
water cycle	has subcomponent	evaporation
push switch	structural-verb	push
arctic ocean	structural-noun-compound	ocean
control body	instrument	nervous system
night sky	structural-noun-compound	sky
sky condition	structural-noun-compound	condition
kirkcudbrightshire	instance of	county
butterfly	kind of	insect
detect	instrument	eye
wide river	structural-noun	river
bad odor	structural-adjective	bad
non-contact force affect	structural-verb	affect
scientific guess	structural-adjective	scientific
moon appearance change	structural-agent	moon appearance
gas	kind of	state of matter
forest	has subcomponent	plant
slide	at location	playground
do job	structural-verb	do
organism	has subcomponent	life cycle
resemble environment	structural-verb	resemble
required object	structural-noun	object
grow	agent	root
sleeping bag	kind of	product
animal matter	kind of	organic matter
webbed foot	structural-noun	foot
provide warmth	structural-verb	provide
force	has property	physical
new york state	structural-noun-compound	state
chemical reaction	causes	change
see star	structural-verb	star
sint maarten	structural-noun-compound	maarten
observe	patient	celestial object
electromagnet	has subcomponent	battery
turks and caicos islands (uk)	at location	northern hemisphere
crop	causes	soil nutrient decrease
insulate	instrument	brick
southern	derivational morphology	south
conserve resource	beneficiary	organism
change shape	structural-verb	change
cast image	instrument	pinhole camera
population	kind of	measure
create	patient	simple circuit
new mexico	at location	united states of america
rainfall	kind of	measure
chemical	has property	acidity
zinc	kind of	metal
omnivore eat animal	structural-verb	eat
organism	has subcomponent	organic material
variable shape	kind of	property
termite	kind of	insect
rise	agent	moon
combine solid	structural-verb	combine
rock erode	instrument	water exposure
graduated cylinder	structural-noun	cylinder
shiny thing	structural-adjective	shiny
hare	kind of	prey
sleeping bags	derivational morphology	sleeping bag
wheeled vehicle	has subcomponent	smooth surface
kilometer	kind of	distance
nonrenewable resource	structural-adjective	nonrenewable
measure length	instrument	tape measure
clipperton island (france)	structural-noun-compound	france
animal excrete seed	structural-verb	excrete
weather pattern	structural-noun-compound	pattern
chiapas	at location	mexico
water flow	structural-agent	water
water vapor	structural-noun-compound	vapor
light	synonym	low weight
human waste	structural-noun	waste
guangxi autonomous region	structural-noun-compound	guangxi
milliliter	kind of	volume
orange tree	kind of	tree
organism remains	structural-noun-compound	organism
noon	instance of	time
leaf	has property	dead
excrete urine	source	bladder
make food	structural-verb	make
gravitational force	synonym	gravity
plant die	kind of	adaptation
filament glow	instrument	electricity
quebec	instance of	province
circuit	has subcomponent	switch
little deep	structural-adjective	deep
plant	has subcomponent	flower
convert	similar to	release
transport blood	agent	circulatory system
mammal	has subcomponent	fur
plant cell	has subcomponent	cell wall
move object	structural-verb	move
metal fork	has subcomponent	metal
high quality	structural-adjective	high
touch object	result	sound
organize quantitative information	structural-patient	quantitative information
hunt	kind of	skill
scientific	derivational morphology	science
produce light	instrument	nuclear reaction
value	has property	higher
tree frog	structural-noun-compound	frog
water	kind of	natural resource
measurement	derivational morphology	measure
small mineral	structural-adjective	small
ecosystem	has subcomponent	decomposer
attract	patient	animal
study	patient	animal
cable	similar to	wire
balloon	has subcomponent	gas
chick	kind of	young chicken
measure time	result	duration
hurricane	has subcomponent	many rain
glacier	causes	bowl-shaped lakes
base	has property	basic
store waste	instrument	landfill
climate	has property	specific
swimming pool	has subcomponent	water
magnetic metals	structural-noun	metals
meter	kind of	distance
object	has subcomponent	texture
sound wave	structural-noun-compound	wave
observe	agent	scientist
another	synonym	different
state of palestine	at location	northern hemisphere
chongqing municipality	instance of	municipality
rock pile	structural-noun-compound	pile
cook islands (new zealand)	structural-noun-compound	islands
alligator eat mouse	structural-verb	eat
store fat	structural-verb	store
explode	result	harm
clear weather	structural-noun	weather
tlaxcala	structural-noun-compound	tlaxcala
flow	kind of	pour
perform cellular respiration	agent	cell
blue object	structural-adjective	blue
move product	structural-verb	move
smooth object	structural-noun	object
low weight	structural-adjective	low
object	has property	shiny
increase bad thing	structural-verb	increase
avoid predator	structural-verb	avoid
0.5 kg	instance of	weight
flexibility	derivational morphology	flexible
few predator	structural-quantifier	few
snowing	derivational morphology	snow
clam	kind of	aquatic animal
candle	causes	light
white fur	has property	white
sense	kind of	ability
hunt	patient	food
salamander	kind of	aquatic animal
substance	has property	structure
space	has property	open
vegetation decay	result	coal
contain	similar to	provide
ecuador	at location	equator
rock erosion	structural-noun-compound	rock
caernarfonshire	instance of	county
charles darwin	structural-noun-compound	darwin
remora fish eat	structural-verb	eat
migration	kind of	adaptation
coral	kind of	aquatic animal
sun shine	structural-agent	sun
organism repair	instrument	energy
resource	has subcomponent	energy
flowing liquid push	patient	object
generation	has subcomponent	natural selection
animal matter	structural-noun-compound	matter
less height	structural-noun	height
absorb water	source	soil
pattern	has property	color
storm	causes	landslide
turtle	kind of	reptile
inner mongolia	at location	people's republic of china
washington	synonym	washington state
normal	instance of	volume
hot substance	structural-adjective	hot
water	has property	surface area
bone cells	derivational morphology	bone cell
first-level consumer	structural-adjective	first-level
atlantic ocean	structural-noun-compound	ocean
campeche	at location	mexico
shape	has property	width
increase water	result	water level rise
polarity	has property	same
animal	has subcomponent	nervous system
moon rise	structural-verb	rise
lower	instrument	inclined plane
rain forest	kind of	forest
rigid	instance of	hardness
move person	instrument	airplane
frog	kind of	adult
energy	has property	solar
human compete	synonym	race
big leaf	structural-noun	leaf
new location	structural-noun	location
light	at location	retina
flood	result	change
not exist	antonym	exist
puerto rico (us)	structural-noun-compound	rico
flow	agent	river
electric current	structural-noun-compound	electric
different location	structural-adjective	different
kits	derivational morphology	kit
week	has subcomponent	moon phase
material	has property	boiling point
bird	at location	tree
475 kg	instance of	weight
poison dart	structural-noun-compound	poison
water	has property	under
road	kind of	location
less water	causes	narrow tree ring
nut	kind of	fruit
transpiration	at location	leaf
adult tree	has subcomponent	large canopy
light bulb	causes	heat energy
pond	kind of	body of water
something	has property	much
fall	result	move down
vegetation become peat	structural-patient	peat
falkland islands (uk)	at location	southern hemisphere
forest	synonym	wooded area
understand instruction	structural-patient	instruction
