subj	rel	obj
sunlight intensity	has property	seasonal
material composition	kind of	chemical property
push water	agent	squid
freckles	derivational morphology	freckle
pair	synonym	two
move rocket	instrument	rocket engine
same object	causes	similar
condition	has negative impact on	organism
record	patient	observation
physical change	antonym	chemical change
photosynthesize	beneficiary	plant
condense	instrument	boiling point
breathe	patient	air
brick	kind of	object
sichuan	at location	people's republic of china
liaoning	instance of	province
larger	synonym	higher size
plant survive	instrument	food
cast	patient	image
oregon	instance of	state
fat	causes	warmth
population increase	result	overpopulation
season change	result	daylight change
learn	patient	skill
hand	has subcomponent	finger
appalachians	kind of	mountain range
insulate	instrument	wood
contain	kind of	hold
hover	agent	hummingbird
morning glory	kind of	vine
cut down forest	result	wood
food chain	has subcomponent	green plant
northern hemisphere	at location	north
height	kind of	length
american samoa (united states)	at location	southern hemisphere
apply force	result	force act
earth tilt	causes	summer
aluminum	has property	nonmagnetic
poison	kind of	substance
returning	derivational morphology	return
lava cool	result	island
determine type	instrument	information
properties	derivational morphology	properties
speed	causes	force
aquatic animal move	instrument	webbed feet
decrease	patient	visibility
control	patient	cell
wave	kind of	motion
cactus	at location	desert
carry water	instrument	xylem
gene	causes	inherited characteristic
much	instance of	amount
afghanistan	at location	northern hemisphere
move	agent	tectonic plate
pumpkin	kind of	gourd
activate	patient	switch
glass	has property	nonmagnetic
kangaroo	has subcomponent	pouch
coahuila	instance of	state
wide	instance of	width
avoid consumer	result	protect
consumer eat organism	has positive impact on	consumer
puddle	kind of	body of water
octopus hide	instrument	ink
object	has property	shape
sound	at location	air
surrey	at location	england
many organism	has positive impact on	survival
control water	instrument	transpiration
hibernate	agent	frog
laboratory apron	kind of	safety gear
solomon islands	at location	southern hemisphere
material	has property	smooth
learn	agent	human
become	patient	forest
rubber eraser	has subcomponent	rubber
assemble kit	instrument	instructions
feature	has property	physical
continental shelf	at location	shore
runoff	kind of	water
thing	has property	living
closed circuit	has subcomponent	continuous path
iceland	at location	northern hemisphere
weather	patient	large piece
tropical	has property	warm
remove	patient	hot object
cluck	kind of	sound
dog	has property	dog weight
motion	synonym	moving
ground	synonym	earth's surface
item	has property	required
health	has property	good
house	kind of	home
made of	agent	object
deposit	result	stalactite
meters	synonym	m
kick	patient	object
matter	has property	mass
round	patient	rock
toaster	causes	toast
population increase	synonym	more survive
migrate	agent	animal
breathe	instrument	gill
magnetism	kind of	force
reduce bacterium	result	prevent illness
spoiled food	has negative impact on	living entity
protect	patient	nature
weather	has property	rainy
thickness	causes	strength
ring	instrument	doorbell
move	result	motion
peat	at location	bottom of swamp
slow	result	less speed
communicate	synonym	share information
water boiling point	synonym	100c
describe	instrument	property
destroy	patient	habitat
colored	derivational morphology	color
land	kind of	environment
physical state	instance of	state
sediment compact	result	sedimentary rock
cut down	patient	tree
observe	instrument	magnifying glass
separate	patient	mixture
sound	has property	quiet
inherited characteristic	antonym	acquired characteristic
part	has property	small
season	causes	change environment
eat	agent	living entity
night	antonym	day
material	synonym	substance
canyon	has subcomponent	rock
sunny	kind of	weather
salamander	kind of	amphibian
sliding	kind of	movement
jump rope	kind of	skill
freeze	instrument	remove heat
harm	patient	species
control	agent	computer
state	synonym	form
food chain	has subcomponent	animal
high speed	synonym	fast
photosynthesize	instrument	absorb carbon dioxide
change	has property	physical
combine substance	result	chemical reaction
east lothian	synonym	haddingtonshire
all other	synonym	rest
bat	at location	cave
laos	at location	northern hemisphere
less	synonym	reduced amount
attract	patient	prey
habitat support	beneficiary	living thing
desert	has property	hot
respire	result	carbon dioxide
move	patient	bone
lemon tree	kind of	plant
counter	result	resist
earth	has subcomponent	hemisphere
plant	has property	green
magnet	has subcomponent	magnetic metals
repel	synonym	move away
height	has property	smaller
magnet attract	result	stick
store	patient	energy
tree trunk	kind of	trunk
heat	patient	prehistoric animal remains
refract light	instrument	prism
create	patient	peate
fly	agent	bird
wasp	kind of	insect
photosynthesize	result	waste product
decrease	result	few
rest	causes	health
cellular respiration	kind of	process
environment	has property	weather
balance	kind of	instrument
fan out	agent	water
oil	kind of	liquid
transpiration	kind of	process
storm	causes	water
cell membrane	at location	cell
prevent	patient	death
bird eat berry	has negative impact on	berry
lake	kind of	body of water
prevent flow	instrument	electrical insulator
vibrate	derivational morphology	vibration
reflect	agent	sound
loose soil	has positive impact on	root grow
month	has subcomponent	moon orbit
weather	has property	stormy
erode	result	deep river
rotation	kind of	motion
protect	patient	living entity
fly	patient	south
ecosystem	kind of	habitat
measure	patient	height
freeze	kind of	change
increase	patient	bad thing
georgia	instance of	state
muscle	has subcomponent	muscle cell
transport water	instrument	stem
avoid	agent	animal
bonaire (netherlands)	at location	northern hemisphere
thrive	agent	aquatic plant
environmental	derivational morphology	environment
eat	patient	diet
invent	agent	human
yards	derivational morphology	yards
lot	synonym	much
fossil	has subcomponent	dead organism
dog	kind of	animal
skeletal system	kind of	body system
emit	result	increase
moon	kind of	satellite
habitat	similar to	environment
life cycle	kind of	process
eat	agent	fox
oxygen	has property	dissolved
pine needle	has subcomponent	odor
change environment	result	plant adapt
float	instrument	buoyancy
fall	agent	hail
recycle resource	has positive impact on	environment
build nest	kind of	inherited behaviour
summer	has positive impact on	daylight
mica	has property	black
plant	has subcomponent	pholem
moldova	at location	northern hemisphere
strong hurricane	at location	land
all	instance of	amount
eat	patient	edible
dissolve	at location	water
cocos (keeling) islands (australia)	at location	southern hemisphere
start	patient	current
lay egg	agent	fish
bottom	has property	deep
oxygen	has positive impact on	animal
animal	has subcomponent	shell
storm	instance of	weather
crop rotation	has positive impact on	soil
temperature rise	synonym	temperature increase
reproduce	instrument	lay egg
são tomé and príncipe	at location	equator
photosynthesize	agent	green plant
turtle	kind of	animal
canyon	at location	ground
denbighshire	instance of	county
reproduce	beneficiary	flower
maghemite	has property	magnetic
build	instrument	measure material
vinegar water	has subcomponent	water
exert	patient	force
cut down tree	result	deforestation
reproduce	agent	organism
conserve	patient	natural resource
banffshire	at location	scotland
move apart	synonym	separate
grow	kind of	ability
soil	has property	sandy
same food source	causes	compete
mountain	has subcomponent	mountain top
revolve	kind of	motion
move	source	location
eagle eat fish	has positive impact on	eagle
cell	kind of	object
moon	has subcomponent	rocky terrain
stir	instrument	spoon
sexual reproduction	kind of	process
picometer	kind of	length
hit	patient	object
vanilla	has subcomponent	odor
heart	has subcomponent	muscle
tool	kind of	object
tear	patient	whole
heat	has property	excess
obtain	patient	information
revolve	synonym	orbit
oxygen	has property	nonmagnetic
survive	instrument	ability
equatorial regional guinea	at location	equator
get	synonym	become
nickel	has property	magnetic
cool	agent	magma
increase	agent	population
stop vehicle	instrument	friction
change shape	agent	liquid
plant survive	instrument	photosynthesize
down	has property	soft
24 hour	instance of	duration
animal	has subcomponent	fat
grow	result	tall
harm	synonym	injury
gloucestershire	at location	england
separate	instrument	filter
light bulb	has subcomponent	electrical energy
absorb carbon dioxide	at location	air
indiana	at location	united states of america
increase	patient	mpg
raccoon	at location	log
magma cool	result	igneous rock
yorkshire	instance of	county
mushroom	kind of	fungus
bicycle	kind of	object
food	has property	spoiled
electric device function	instrument	electrical energy
photosynthesize	result	energy
material	has property	charge
adapt	result	survive
exercise	causes	strength
duck	kind of	aquatic animal
produce	patient	seed
warm-blooded	antonym	cold-blooded
lanarkshire	instance of	county
move	result	kinetic energy
help	synonym	advantage
kill	patient	fish
heat	patient	carbon
eyeglasses	derivational morphology	eyeglasses
change environment	result	decrease animal population
wigtownshire	at location	scotland
gravel	has property	rough surface
food chain	has subcomponent	plankton
neutral	instance of	acidity
illinois	at location	united states of america
months	synonym	m
national park limit	patient	hunting
sound	has property	normal
cool	instrument	freezer
boiling	derivational morphology	boil
kilograms	kind of	mass
break down food	at location	digestive system
enable	kind of	help
grow	agent	bacteria
flower petal	has property	bright
sand	similar to	soil
wind	has property	renewable
lithuania	at location	northern hemisphere
birth	agent	mammal
gravity	causes	tide
energy	has property	kinetic
process	causes	waste product
vibrate	agent	particle
wiltshire	instance of	county
room	kind of	container
stop vehicle	instrument	brake
asphalt	has property	smooth
look like	similar to	camouflage
animal	causes	fossil
heat	patient	thermal conductor
harm entity	has negative impact on	entity
photosynthesize	instrument	carbon dioxide
dissolve	kind of	break down
open clam	kind of	hunt
rock	has property	solid
animal eat	patient	animal
insulate	derivational morphology	insulator
rock erode	instrument	animal exposure
melt	instrument	heat energy
hot substance	causes	heat
100 year	instance of	duration
egg	causes	amphibian
stop	patient	current
dairy	kind of	food
slow down	result	less speed
food	has property	diverse
light	has property	color
day	has subcomponent	cycle
process step	has subcomponent	requirement
transport water	instrument	artery
mirror	kind of	reflective object
kill	kind of	harm
inexhaustible	synonym	always available
forest	has property	green
flower attract pollinator	instrument	sweet smell
neutral	instance of	charge
heat	causes	hurricane
pant	instrument	tongue
cold	antonym	warm
washington, district of columbia	synonym	washington, d.c.
breathe water	instrument	gills
water freezing point	synonym	0c
poor health	synonym	bad health
observe	patient	light
cover	patient	water
earth	has subcomponent	axis
feel	patient	texture
rainwater	has property	acidic
food web	has subcomponent	organism
macau	synonym	macau special administrative region
remove tree	kind of	task
add	patient	salt
weight	kind of	property
grow	patient	crop
survive	instrument	adaptation
density	similar to	volume
microscopic	synonym	very small
blossoms	derivational morphology	blossom
heat gas	result	expand
absorb	patient	sunlight
float	at location	gas
ventilation	derivational morphology	ventilate
crickets	derivational morphology	cricket
animal become oil	instrument	extreme heat
paper clip	has subcomponent	ferromagnetic metals
southern summer	has subcomponent	northern winter
attract	patient	magnet
exposure	derivational morphology	expose
bedfordshire	instance of	county
destroy forest	instrument	cut down tree
guangxi	synonym	guangxi autonomous region
desk	has property	short width
staffordshire	at location	england
plant	has property	edible
moon	has subcomponent	little air
measure temperature	instrument	thermometer
value	has property	more
autumn	kind of	season
have	patient	function
changed	antonym	unchanged
run	instrument	energy
hatchling	has property	young
identify	instrument	property
flour reproduce	instrument	pollen
get	patient	object
choice	has property	wise
wrap conductor	instrument	insulator
property	similar to	factor
heat	patient	solid
intensity	has property	high
test	patient	water
butterfly lifespan	instance of	lifespan
create paper	instrument	cut down tree
flower	has subcomponent	nectar
survive	instrument	plant adapt
nuevo león	instance of	state
compact sediment	result	sedimentary rock
pass	synonym	occur
alligator eat turtle	has negative impact on	turtle
uneven heating	at location	earth surface
farming	at location	farm
houses	derivational morphology	house
away	kind of	direction
fish	kind of	animal
season	has property	different
travel	agent	wheel
protective	derivational morphology	protect
flower	has subcomponent	petal
food web	has subcomponent	consumer
bicycle	has subcomponent	lever
fossil	has property	old
louisiana	instance of	state
water	has property	moving
peat become coal	instrument	extreme pressure
glass	kind of	open container
metamorphosis	kind of	process
orbit	kind of	regular path
sound energy	instance of	energy
day	has subcomponent	high temperature
carbon	at location	atmosphere
deer mouse	kind of	mouse
remove	patient	waste
conduct	kind of	transfer
tree	has subcomponent	wood
float	at location	liquid
move	patient	water
object	has property	heavy
animal survive	instrument	habitat
cook liquid food	instrument	pot
cool	patient	body
vibration	similar to	wave
carbon monoxide	kind of	gas
iron nails	derivational morphology	iron nail
insulate	instrument	insulator
become	result	hot
animal	kind of	consumer
sediment fall	at location	water
dimple	has property	face
water	has property	oxygenated
mountain	has subcomponent	soil
time taken	kind of	measurement
seashell	kind of	object
hawaii	at location	ocean
condense	kind of	change
depend on	synonym	require
grass	kind of	plant
resemble	patient	environment
earth poles	derivational morphology	earth pole
hand dryer	kind of	electrical device
measure mass	instrument	balance
hatchling	has property	baby
pollute	instrument	chemical
vinegar water	has subcomponent	vinegar
friction	at location	surface
flashlight	has subcomponent	chemical energy
solids	derivational morphology	solids
absorb	patient	solar energy
liter	kind of	volume
chemical change	causes	chemical property
shape	has property	variable
complete circuit	result	electricity flow
small particle	kind of	particle
moisture	kind of	environmental factor
monkey	has subcomponent	fur
dependent	derivational morphology	depend
discover	synonym	make discovery
water meet land	at location	beach
start	has property	very large
wax crayon	has subcomponent	wax
northern summer	has subcomponent	southern winter
braunite	has property	magnetic
floodplain	synonym	flood plain
together	similar to	group
reuse	patient	object
cool	agent	water vapour
hunting	derivational morphology	hunt
west lothian	at location	scotland
lizard	at location	desert
house	has subcomponent	window
chile	at location	southern hemisphere
avoid predator	has positive impact on	health
pollute	kind of	activity
adjust temperature	instrument	sweat
estury	at location	river
grams	synonym	g
dead organism	has subcomponent	remains
worcestershire	at location	england
contact	agent	rock
weathering	has property	mechanical
resource	has subcomponent	money
excess water	causes	flood
size	has property	more
day	has subcomponent	tide
trevorite	has property	magnetic
inherit	patient	inherited characteristic
describe	instrument	function
formed	derivational morphology	form
absorb	patient	sound
hair	has property	curly
disperse	agent	seed
nest	kind of	shelter
decrease	agent	air pressure
combust	derivational morphology	combustion
reproduce	instrument	pollen
mexico, d.f.	instance of	federal district
derbyshire	at location	england
eastern hemisphere	kind of	hemisphere
play musical instrument	instrument	piano key
discover color	instrument	look
destroy pathogen	agent	white blood cell
quebec	at location	canada
earth's plate	synonym	tectonic plate
lasting	derivational morphology	last
deflect air	agent	jet stream
migration	derivational morphology	migrate
car	has subcomponent	seat belt
fabric	has property	nonmagnetic
too much	similar to	increase
earth pole	has positive impact on	compass
shape	has property	extensive
bulgaria	at location	northern hemisphere
heat	has positive impact on	temperature
nest	kind of	resource
chair	kind of	object
particle	kind of	object
sidewalk	kind of	object
pound	kind of	mass
express	agent	trait
altitude	has property	low
diatom	kind of	organism
fish	has subcomponent	whisker
eat	result	nutrient
nature	synonym	natural environment
spring	causes	food
find	at location	container
friction	kind of	force
wind move sand	result	sand dune
branches	derivational morphology	branch
cook	instrument	heat
orbit	instrument	gravity
weather	instrument	wind
predate	derivational morphology	predator
shed	result	lose fur
observe	instrument	microscope
nickel	has property	ferromagnetic
clear	antonym	cloudy
ride	derivational morphology	riding
solar system	has subcomponent	moon
body	has subcomponent	esophagus
boat	similar to	ship
animal	has subcomponent	thick tail
footprint	kind of	fossil
cold	instance of	heat energy
illness	derivational morphology	ill
stick	kind of	tool
resource	has positive impact on	consumer
field	kind of	habitat
dense	instance of	density
horned lizard	kind of	lizard
soil	has subcomponent	nutrient
bacteria	derivational morphology	bacteria
move	at location	water
baby	kind of	offspring
freezing	derivational morphology	freeze
die	result	reduce population
mineral	has subcomponent	crystal structure
durham	at location	england
surface feature	instance of	feature
bump	synonym	hit
waste	has negative impact on	environment
egg	causes	baby
runoff	has subcomponent	fertilizer
beach ball	has subcomponent	gas
formed by	synonym	result
plant	has subcomponent	fruit
leave	patient	environment
smell	has property	good
shivering	derivational morphology	shiver
rock fold	result	alps
student	kind of	human
eat	patient	edible plant
living thing	synonym	living entity
oxygen	kind of	gas
decade	kind of	time
girl	kind of	organism
born	derivational morphology	bear
measure volume	instrument	measuring cup
lay egg	agent	salmon
webbed	derivational morphology	web
lincolnshire	at location	england
windshield wiper	has positive impact on	visibility
tree produce	result	food
transport seed	instrument	fur
habitat	has property	good
larger	derivational morphology	large
length	has property	great
bird	has subcomponent	feather
steam	kind of	water
loud	instance of	sound intensity
compact sediment	instrument	extreme heat
juice	kind of	liquid
object	has subcomponent	substance
eat food	result	nutrient
same prey	causes	competition
hatch	source	egg
deposition	derivational morphology	deposit
pine tree	has subcomponent	needle
french guiana (france)	at location	southern hemisphere
growing	derivational morphology	grow
old	similar to	time
area	has property	flat
hurricane	causes	harm building
observe	instrument	binoculars
pull	agent	object
hubei	instance of	province
french polynesia (france)	at location	southern hemisphere
detect odor	instrument	smell
tidal	derivational morphology	tide
otter	kind of	aquatic animal
replacement	derivational morphology	replace
bird	has property	warm-blooded
pull	patient	bone
hertfordshire	instance of	county
zacatecas	at location	mexico
drink	instrument	drinking straw
soil	kind of	material
shaking	derivational morphology	shake
pollute	derivational morphology	pollutant
absorb water	instrument	root
change	has negative impact on	ecosystem
speaking	derivational morphology	speak
guyana	at location	southern hemisphere
element	kind of	substance
survive	instrument	find resource
fewest	synonym	lowest number
rubber	kind of	material
brain	kind of	internal organ
container	has subcomponent	object
use	patient	raw material
destroy	patient	pathogen
niger	at location	southern hemisphere
freezing point	similar to	melting point
use	patient	resource
wheels	derivational morphology	wheel
good health	synonym	healthy
melt	patient	solid
magnetic	instance of	magnetism
area	has property	protected
bladder	has subcomponent	urine
temperature rise	result	glacier melt
save money	has positive impact on	person
measure volume	instrument	graduated cylinder
mexico city	at location	mexico
altitude	kind of	distance
produce electricity	instrument	wind
guangxi autonomous region	at location	people's republic of china
discard	synonym	throw away
use	patient	object
pool	kind of	body of water
sun	causes	light energy
sunlight intensity	kind of	weather pattern
preference	has property	highest
plant	causes	fossil
drying	derivational morphology	dry
renfrewshire	instance of	county
plant	has property	different
downward	synonym	down
reservoir	kind of	body of water
hand	kind of	object
jilin	at location	people's republic of china
clouds	derivational morphology	cloud
water cycle	has subcomponent	water absorb solar energy
compress prehistoric animal remains	result	natural gas
perform	patient	cellular respiration
reproduce	agent	living thing
receiving	derivational morphology	receive
hair	similar to	fur
melting	derivational morphology	melt
object	has property	low
turn on	patient	lightbulb
sell	derivational morphology	sale
dissolve	agent	substance
build home	agent	human
electric current	synonym	electricity
hand lens	synonym	magnifying glass
flagpole	kind of	object
animal move	result	find shelter
bang	patient	drum
hydropower	kind of	alternative energy resource
tree	has subcomponent	ring
shine	agent	sunlight
start	synonym	beginning
absorb sunlight	instrument	flat leaf
discover shape	instrument	feel
characteristic	has property	acquired
wigtownshire	instance of	county
fish	has subcomponent	gill
survive	instrument	require resource
repair	patient	cell
quartz	has property	six side
indonesia	at location	equator
sleet	kind of	precipitation
material	has property	negatively-charged
forfarshire	at location	scotland
drop	synonym	fall
daylight	synonym	sun shine
kirkcudbrightshire	at location	scotland
ross-shire	at location	scotland
strength	has positive impact on	organism
sulfur	kind of	mineral
loss	similar to	removal
iron	has property	magnetic
sound	kind of	energy
change	patient	phase
toasting	derivational morphology	toast
mass	kind of	measure
support	patient	cell
compound	has property	chemical
laboratory coat	beneficiary	person
chemical	has property	pollutant
vegetation become peat	instrument	bury vegetation
columbite	has property	magnetic
tibet	instance of	autonomous region
chemical reaction	synonym	reaction
observe	patient	earth
wisconsin	at location	united states of america
hampshire	instance of	county
remains	derivational morphology	remain
smooth	kind of	texture
environment	has property	arctic
cambridgeshire	at location	england
body	has subcomponent	arm
laboratory coat	synonym	laboratory apron
caithness	at location	scotland
wear	patient	safety goggles
pollute	instrument	pollutant
heat liquid	result	boil
earth	has property	third planet
refract	result	change direction
boil	patient	liquid
store water	instrument	waxy leaf
soup	kind of	food
alligator eat bird	has positive impact on	alligator
volume	has property	definite
decrease	patient	amount
plug in	patient	appliance
sexual reproduction	has subcomponent	fertilization
predator eat animal	has negative impact on	animal
photosynthesize	kind of	change
matter	has property	liquid
eat	patient	dead organism
light enter eye	at location	pupil
sunlight	causes	heat
ventilate	instrument	fan
organism	has subcomponent	acquired characteristic
soil	has property	high
liquid	has property	volume
hibernate	derivational morphology	hibernation
day	has subcomponent	moon rise
object	has subcomponent	surface
rotate	instrument	axis
moon revolve	result	moon phase
power electrical device	instrument	electricity
polluting gas	kind of	pollution
peat	has subcomponent	decaying vegetation
protect living entity	result	survive
metamorphosis	has property	incomplete
building collapse	causes	death
omnivore eat plant	has positive impact on	omnivore
colorado	instance of	state
hide	instrument	camouflage
oil	kind of	fossil fuel
energy	has property	chemical
human	at location	land
ring	kind of	action
star	at location	night sky
locating	derivational morphology	locate
write	kind of	literacy
kuwait	at location	northern hemisphere
flower	has subcomponent	fruit
leather	has property	water resistant
grow	result	increase value
leave	patient	atom
meat	has property	rotting
trashcan	has subcomponent	garbage
flowing	derivational morphology	flow
cool down	result	cold
use	patient	crop
days	synonym	d
dominican republic	at location	northern hemisphere
electricity power	patient	electromagnet
panting	derivational morphology	pant
shout	kind of	sound
emit	synonym	send out
rock	has subcomponent	iron
thermal insulator	kind of	insulator
light years	derivational morphology	light years
heat	causes	sweat
copy	result	identical
wind	causes	soil erosion
kentucky	instance of	state
sell	result	money
saint vincent and the grenadines	at location	northern hemisphere
french southern and antarctic lands (france)	at location	southern hemisphere
brown	has property	light
filament glow	result	light
decompose	agent	dead organism
leave undisturbed	antonym	change
new moon	has subcomponent	solar eclipse
cook	result	chemical reaction
transmit	derivational morphology	transmittance
move	agent	aquatic animal
overpopulation	has negative impact on	ecosystem
orbit	agent	satellite
escape	result	protect
quail	kind of	bird
pounds	kind of	weight
eyeglass	has subcomponent	lens
push	patient	bone
identify	instrument	function
planet	has property	fifth
smooth	instance of	texture
germany	at location	northern hemisphere
move	result	heat
organism	at location	habitat
gravity	causes	weight
wetland	kind of	ecosystem
dispose waste	instrument	landfill
type	has property	different
add	synonym	increase
nayarit	instance of	state
sunlight refract	result	light split
pints	derivational morphology	pints
organism	has property	marine
shetland	at location	scotland
food	at location	stomach
nevada	instance of	state
have function	similar to	be responsible for
landslide	has subcomponent	rock
photosynthesis	kind of	process
east lothian	instance of	county
reduce bacterium	instrument	pasteurize
move	has property	speed
dry up	synonym	lose water
reproduce	agent	flour
new york	at location	united states of america
convection	kind of	process
spring	causes	summer
study	patient	information
many year	has subcomponent	nonrenewable resource
force	causes	less speed
sichuan	instance of	province
winter	has negative impact on	daylight
open clam	agent	otter
change	agent	moon appearance
fossil	synonym	preserved remains
hatchling	has property	newborn
disperse seed	instrument	animal excrete seed
sell	patient	product
telephone	has subcomponent	sound energy
cloud	at location	sky
process	has subcomponent	step
food poisoning	kind of	illness
air	has subcomponent	oxygen
move air	instrument	wind
circulatory system	has subcomponent	heart
prehistoric living thing become natural gas	instrument	pressure
prairie dog	kind of	animal
pond	kind of	habitat
spoiled	derivational morphology	spoil
winter	antonym	summer
bring oxygen	goal	body
environment change	result	seasonal change
push	kind of	apply force
taste	patient	sweet
breathe	patient	oxygenated air
electron	has property	charged
sint eustatius (netherlands)	at location	northern hemisphere
produce	patient	nuclear energy
washington	at location	united states of america
heat	at location	water
feather	has property	thick
forest	has property	dense
environment	has property	warm
millimeters	synonym	mm
get	source	source
shelter	beneficiary	animal
incandescent light bulb	causes	heat
be classified	patient	group
separate	instrument	sifter
forest	kind of	ecosystem
jog	kind of	run
sediment	kind of	matter
cactus spine	kind of	adaptation
prevent injury	instrument	seat belt
plane travel	at location	atmosphere
move food	instrument	esophagus
magnetism	causes	repel
full moon	kind of	moon phase
container	kind of	tool
push	antonym	pull
haiti	at location	northern hemisphere
lunch	kind of	meal
furniture	has subcomponent	material
power plant	causes	electricity
hatchling	kind of	bird
picometer	kind of	distance
seal give birth	at location	beach
grow	instrument	soil
good bacteria	has positive impact on	survival
cut down tree	agent	timber company
daylight amount	synonym	daylight length
food	has subcomponent	nutrient
store	patient	food
impact	agent	asteroid
object	has property	required
femtometers	kind of	length
hummingbird	kind of	bird
eat	agent	plant
path	has property	continuous
chicken	has property	baby
good	synonym	positive
animal	has subcomponent	kidney
salt and pepper	kind of	mixture
space	has property	far
nerve cell	kind of	cell
refract	instrument	glass
kansas	instance of	state
gain	source	source
combine	patient	substance
frog	kind of	animal
many year	has subcomponent	fossil fuel
zacatecas	instance of	state
break down	agent	stomach acid
work	kind of	place
conduction	derivational morphology	conduct
fossil	at location	habitat
substance	has property	conductivity
quarts	kind of	volume
user	derivational morphology	use
carry oxygen	goal	body
container	derivational morphology	contain
increase	patient	visibility
feature	has property	land
source	causes	increase
poison	has property	poisonous
transport	patient	blood
variable	derivational morphology	vary
conduct	instrument	conductor
rock cycle	kind of	process
transfer	source	source
move	patient	soil
protect plant	instrument	pesticide
shropshire	instance of	county
eat	agent	scavenger
earth	kind of	planet
attract	agent	flower
lava	has property	cool
radiation	kind of	process
fire	has negative impact on	forest
meters	derivational morphology	meter
population	has property	zero
girl	kind of	human
hot object	has subcomponent	hot surface
xinjiang	at location	people's republic of china
location	has property	different
circuit	has property	parallel
absorb	patient	heat
pipe	kind of	object
learn	agent	animal
reflect light	agent	mirror
learn	instrument	information
tadpole	synonym	young frog
atom	has property	small
earth	has subcomponent	air
evaporate	agent	water
alaska	at location	united states of america
increase	kind of	change
prevent	synonym	keep from happen
attract	goal	location
normal	instance of	sound intensity
heal	agent	broken bone
copper	has property	nonmagnetic
sweat	agent	animal
collect	similar to	absorb
predate	agent	omnivore
light ray	has negative impact on	eye
rock	kind of	object
decrease negative thing	has positive impact on	entity
tree grow	instrument	space
substance	has subcomponent	volume
provide	instrument	make
closed circuit	antonym	open circuit
adaptation	kind of	change
acquiring	derivational morphology	acquire
train	patient	animal
plasma	kind of	matter state
crop rotation	at location	field
e	has property	m
store urine	instrument	bladder
diamond	at location	underground
sunlight	kind of	light
floating arrow point	patient	north
transfer	kind of	process
vibrate	agent	matter
coal	kind of	fossil fuel
break down	patient	food
show	synonym	display
1 year	instance of	duration
push	agent	liquid
skill	has property	scientific
animal	has property	water
tennis ball	has subcomponent	air
riverbank	has subcomponent	soil
living things	has subcomponent	cell
precipitation	has positive impact on	drought
sprout	agent	seed
seed	has property	unique
ride	kind of	move
absorb energy	agent	earth
destroy	patient	animal habitat
start	has property	very hot
magnetite	has property	magnetic
string	has property	short
warm	similar to	hot
absorb sunlight	has positive impact on	big leaf
light energy	kind of	energy
exhale	synonym	release
rattle	kind of	vibrate
trilobite	kind of	water animal
hunan	instance of	province
moon type	synonym	moon phase
quartz	has property	transparent
century	kind of	duration
beach ball	has property	flexible
iron	has property	ferromagnetic
bosnia and herzegovina	at location	northern hemisphere
height	has property	great
diameter	kind of	measure
asphalt	kind of	surface
leaf	has property	large
tear	result	change shape
return	similar to	add
bad	antonym	good
invent	kind of	discover
climb	patient	object
tundra	kind of	environment
animal	has subcomponent	leg
protect	beneficiary	prey
solid matter	has property	definite shape
object	has subcomponent	handle
transport	patient	food
predict	patient	weather
filter	patient	waste
drought	at location	environment
substance	has property	positively-charged
pressure carbon	result	diamond
kill	patient	virus
path	has property	regular
give birth	agent	bat
tropical environment	kind of	environment
photosynthesize	at location	leaf
disturb animal	agent	human
nanometers	synonym	nm
reflective	derivational morphology	reflect
brecknockshire	instance of	county
size	has property	width
slope	kind of	measure
space	has property	distance
weathered rocks	derivational morphology	weathered rock
occur	agent	event
less required item	has negative impact on	survival
meat	at location	wild
color	kind of	inherited characteristic
months	kind of	time
replace	goal	new location
animal	has subcomponent	body
sandpaper	has property	rough
forest	has subcomponent	tree
objects	derivational morphology	object
softball bat	kind of	lever
electromagnet	has subcomponent	iron nail
wyoming	instance of	state
adaptation	kind of	advantage
mica	has property	soft
tonga	at location	southern hemisphere
cyprus	at location	northern hemisphere
decompose	kind of	process
make	synonym	invent
hawk	kind of	predator
summer	has property	high daylight
doorbell	has subcomponent	electrical energy
wasp stinger	has subcomponent	poison
decomposer	derivational morphology	decompose
clackmannanshire	at location	scotland
protect plant	instrument	greenhouse
carbon dioxide	kind of	gas
desk	kind of	table
dense liquid	at location	down
natural gas	kind of	resource
grass snake	at location	grass
eye	has subcomponent	retina
object	has property	charge
observe celestial object	instrument	telescope
become	patient	peat
pluto	has property	ninth planet
migrate	derivational morphology	migration
pine needle	similar to	leaf
breathe	kind of	process
magenta	kind of	color
leave	kind of	move
decrease	agent	food
problem	has negative impact on	object
water cycle	has subcomponent	evaporation
control body	instrument	nervous system
kirkcudbrightshire	instance of	county
butterfly	kind of	insect
detect	instrument	eye
gas	kind of	state of matter
forest	has subcomponent	plant
slide	at location	playground
organism	has subcomponent	life cycle
grow	agent	root
sleeping bag	kind of	product
animal matter	kind of	organic matter
force	has property	physical
chemical reaction	causes	change
observe	patient	celestial object
electromagnet	has subcomponent	battery
turks and caicos islands (uk)	at location	northern hemisphere
crop	causes	soil nutrient decrease
insulate	instrument	brick
southern	derivational morphology	south
conserve resource	beneficiary	organism
population	kind of	measure
create	patient	simple circuit
new mexico	at location	united states of america
earth's tilt	has negative impact on	sunlight
rainfall	kind of	measure
chemical	has property	acidity
zinc	kind of	metal
organism	has subcomponent	organic material
variable shape	kind of	property
termite	kind of	insect
rise	agent	moon
